TargetGene,Ensembl_ID
LOC105373383,
DUSP9,ENSG00000130829
PNCK,ENSG00000130822
SLC6A8,ENSG00000130821
BCAP31,ENSG00000185825
ABCD1,ENSG00000101986
PLXNB3,ENSG00000198753
SSR4,ENSG00000180879
IDH3G,ENSG00000067829
L1CAM,ENSG00000198910
ARHGAP4,ENSG00000089820
NAA10,ENSG00000102030
RENBP,ENSG00000102032
HCFC1-AS1,ENSG00000235802
HCFC1,ENSG00000172534
TMEM187,ENSG00000177854
IRAK1,ENSG00000184216
MECP2,ENSG00000169057
FLNA,ENSG00000196924
EMD,ENSG00000102119
RPL10,ENSG00000147403
TAZ,ENSG00000102125
DNASE1L1,ENSG00000013563
CH17-340M24.3,ENSG00000197180
ATP6AP1,ENSG00000071553
GDI1,ENSG00000203879
FAM50A,ENSG00000071859
PLXNA3,ENSG00000130827
LAGE3,ENSG00000196976
UBL4A,ENSG00000102178
SLC10A3,ENSG00000126903
FAM3A,ENSG00000071889
G6PD,ENSG00000160211
IKBKG,ENSG00000269335
GAB3,ENSG00000160219
DKC1,ENSG00000130826
MPP1,ENSG00000130830
SMIM9,ENSG00000203870
F8,ENSG00000185010
FUNDC2,ENSG00000165775
CMC4,ENSG00000182712
MTCP1,ENSG00000214827
BRCC3,ENSG00000185515
VBP1,ENSG00000155959
CLIC2,ENSG00000155962
TMLHE,ENSG00000185973
SPRY3,ENSG00000168939
VAMP7,ENSG00000124333
IL9R,ENSG00000124334
SH3YL1,ENSG00000035115
ACP1,ENSG00000143727
TMEM18,ENSG00000151353
SNTG2,ENSG00000172554
TSSC1,ENSG00000032389
TRAPPC12,ENSG00000171853
ADI1,ENSG00000182551
RNASEH1,ENSG00000171865
RNASEH1-AS1,ENSG00000234171
RPS7,ENSG00000171863
COLEC11,ENSG00000118004
CMPK2,ENSG00000134326
RSAD2,ENSG00000134321
RNF144A,ENSG00000151692
RNF144A-AS1,ENSG00000228203
LINC00299,ENSG00000236790
LINC01814,ENSG00000236008
ID2-AS1,ENSG00000235092
ID2,ENSG00000115738
KIDINS220,ENSG00000134313
MBOAT2,ENSG00000143797
ASAP2,ENSG00000151693
CPSF3,ENSG00000119203
ITGB1BP1,ENSG00000119185
ADAM17,ENSG00000151694
YWHAQ,ENSG00000134308
TAF1B,ENSG00000115750
GRHL1,ENSG00000134317
LOC101929882,
KLF11,ENSG00000172059
CYS1,ENSG00000205795
RRM2,ENSG00000171848
HPCAL1,ENSG00000115756
ODC1,ENSG00000115758
LOC101929715,
NOL10,ENSG00000115761
RN7SL832P,ENSG00000243819
PDIA6,ENSG00000143870
C2orf50,ENSG00000150873
PQLC3,ENSG00000162976
ROCK2,ENSG00000134318
LINC00570,ENSG00000224177
E2F6,ENSG00000169016
TRIB2,ENSG00000071575
LOC100506474,
FAM84A,ENSG00000162981
NBAS,ENSG00000151779
DDX1,ENSG00000079785
LINC01804,ENSG00000231031
MYCN,ENSG00000134323
FAM49A,ENSG00000197872
RAD51AP2,ENSG00000214842
VSNL1,ENSG00000163032
SMC6,ENSG00000163029
GEN1,ENSG00000178295
KCNS3,ENSG00000170745
RDH14,ENSG00000240857
TTC32,ENSG00000183891
WDR35,ENSG00000118965
LOC101928222,
MATN3,ENSG00000132031
LAPTM4A,ENSG00000068697
SDC1,ENSG00000115884
PUM2,ENSG00000055917
RHOB,ENSG00000143878
HS1BP3-IT1,ENSG00000231948
HS1BP3,ENSG00000118960
LDAH,ENSG00000118961
KLHL29,ENSG00000119771
ATAD2B,ENSG00000119778
UBXN2A,ENSG00000173960
MFSD2B,ENSG00000205639
WDCP,ENSG00000163026
FKBP1B,ENSG00000119782
SF3B6,ENSG00000115128
FAM228B,ENSG00000219626
TP53I3,ENSG00000115129
PFN4,ENSG00000176732
ITSN2,ENSG00000198399
CENPO,ENSG00000138092
PTRHD1,ENSG00000184924
ADCY3,ENSG00000138031
DNAJC27,ENSG00000115137
DNAJC27-AS1,ENSG00000224165
EFR3B,ENSG00000084710
DNMT3A,ENSG00000119772
DTNB,ENSG00000138101
ASXL2,ENSG00000143970
KIF3C,ENSG00000084731
RAB10,ENSG00000084733
GAREM2,ENSG00000157833
HADHA,ENSG00000084754
HADHB,ENSG00000138029
SELENOI,ENSG00000138018
ADGRF3,ENSG00000173567
C2orf70,ENSG00000173557
KCNK3,ENSG00000171303
SLC35F6,ENSG00000213699
CENPA,ENSG00000115163
DPYSL5,ENSG00000157851
MAPRE3,ENSG00000084764
TMEM214,ENSG00000119777
AGBL5-AS1,ENSG00000231636
AGBL5,ENSG00000084693
OST4,ENSG00000228474
EMILIN1,ENSG00000138080
KHK,ENSG00000138030
ABHD1,ENSG00000143994
PREB,ENSG00000138073
SLC5A6,ENSG00000138074
ATRAID,ENSG00000138085
CAD,ENSG00000084774
TRIM54,ENSG00000138100
UCN,ENSG00000163794
MPV17,ENSG00000115204
GTF3C2,ENSG00000115207
EIF2B4,ENSG00000115211
SNX17,ENSG00000115234
ZNF513,ENSG00000163795
PPM1G,ENSG00000115241
NRBP1,ENSG00000115216
KRTCAP3,ENSG00000157992
IFT172,ENSG00000138002
FNDC4,ENSG00000115226
GCKR,ENSG00000084734
ZNF512,ENSG00000243943
GPN1,ENSG00000198522
CCDC121,ENSG00000176714
SLC4A1AP,ENSG00000163798
SUPT7L,ENSG00000119760
MRPL33,ENSG00000243147
RBKS,ENSG00000171174
BRE,ENSG00000158019
BRE-AS1,
FOSL2,ENSG00000075426
PPP1CB,ENSG00000213639
TRMT61B,ENSG00000171103
WDR43,ENSG00000163811
ALK,ENSG00000171094
YPEL5,ENSG00000119801
LBH,ENSG00000213626
LCLAT1,ENSG00000172954
EHD3,ENSG00000013016
MEMO1,ENSG00000162959
DPY30,ENSG00000162961
SPAST,ENSG00000021574
SLC30A6,ENSG00000152683
YIPF4,ENSG00000119820
BIRC6,ENSG00000115760
TTC27,ENSG00000018699
LINC00486,ENSG00000230876
LTBP1,ENSG00000049323
FAM98A,ENSG00000119812
FEZ2,ENSG00000171055
STRN,ENSG00000115808
HEATR5B,ENSG00000008869
GPATCH11,ENSG00000152133
EIF2AK2,ENSG00000055332
CEBPZOS,ENSG00000218739
CEBPZ,ENSG00000115816
NDUFAF7,ENSG00000003509
CDC42EP3,ENSG00000163171
ATL2,ENSG00000119787
LOC101929596,
HNRNPLL,ENSG00000143889
GALM,ENSG00000143891
SRSF7,ENSG00000115875
GEMIN6,ENSG00000152147
DHX57,ENSG00000163214
MORN2,ENSG00000188010
SOS1,ENSG00000115904
CDKL4,ENSG00000205111
MAP4K3,ENSG00000011566
LOC728730,
THUMPD2,ENSG00000138050
LINC01914,ENSG00000234362
PKDCC,ENSG00000162878
EML4,ENSG00000143924
LOC102723824,
COX7A2L,ENSG00000115944
KCNG3,ENSG00000171126
MTA3,ENSG00000057935
LINC01819,ENSG00000231826
ZFP36L2,ENSG00000152518
LINC01126,ENSG00000279873
THADA,ENSG00000115970
PLEKHH2,ENSG00000152527
C1GALT1C1L,ENSG00000223658
DYNC2LI1,ENSG00000138036
LRPPRC,ENSG00000138095
PPM1B,ENSG00000138032
PREPL,ENSG00000138078
CAMKMT,ENSG00000143919
SRBD1,ENSG00000068784
PRKCE,ENSG00000171132
EPAS1,ENSG00000116016
LOC101805491,
ATP6V1E2,ENSG00000250565
RHOQ,ENSG00000119729
PIGF,ENSG00000151665
CRIPT,ENSG00000119878
SOCS5,ENSG00000171150
MCFD2,ENSG00000180398
TTC7A,ENSG00000068724
CALM2,ENSG00000143933
LOC101927043,
EPCAM,ENSG00000119888
MSH2,ENSG00000095002
MSH6,ENSG00000116062
FOXN2,ENSG00000170802
PPP1R21,ENSG00000162869
STON1,ENSG00000243244
CHAC2,ENSG00000143942
ERLEC1,ENSG00000068912
ASB3,ENSG00000115239
PSME4,ENSG00000068878
ACYP2,ENSG00000170634
TSPYL6,ENSG00000178021
C2orf73,ENSG00000177994
SPTBN1,ENSG00000115306
EML6,ENSG00000214595
RTN4,ENSG00000115310
CLHC1,ENSG00000162994
RPS27A,ENSG00000143947
MIR4426,ENSG00000283795
MTIF2,ENSG00000085760
PRORSD1P,ENSG00000162997
CCDC88A,ENSG00000115355
CFAP36,ENSG00000163001
PPP4R3B,ENSG00000275052
PNPT1,ENSG00000138035
CCDC85A,ENSG00000055813
VRK2,ENSG00000028116
FANCL,ENSG00000115392
PAPOLG,ENSG00000115421
LINC01185,ENSG00000228414
REL,ENSG00000162924
PEX13,ENSG00000162928
PUS10,ENSG00000162927
KIAA1841,ENSG00000162929
AHSA2,ENSG00000173209
USP34,ENSG00000115464
XPO1,ENSG00000082898
FAM161A,ENSG00000170264
CCT4,ENSG00000115484
COMMD1,ENSG00000173163
B3GNT2,ENSG00000170340
TMEM17,ENSG00000186889
EHBP1,ENSG00000115504
OTX1,ENSG00000115507
MDH1,ENSG00000014641
UGP2,ENSG00000169764
VPS54,ENSG00000143952
PELI1,ENSG00000197329
LOC100507006,
LGALSL,ENSG00000119862
LOC101927402,
AFTPH,ENSG00000119844
LOC339807,
SERTAD2,ENSG00000179833
SLC1A4,ENSG00000115902
CEP68,ENSG00000011523
RAB1A,ENSG00000138069
ACTR2,ENSG00000138071
SPRED2,ENSG00000198369
MEIS1-AS3,ENSG00000226819
MEIS1,ENSG00000143995
LINC01798,ENSG00000232046
LINC01829,ENSG00000236780
ETAA1,ENSG00000143971
C1D,ENSG00000197223
WDR92,ENSG00000243667
PNO1,ENSG00000115946
PPP3R1,ENSG00000221823
CNRIP1,ENSG00000119865
FBXO48,ENSG00000204923
APLF,ENSG00000169621
PROKR1,ENSG00000169618
ARHGAP25,ENSG00000163219
BMP10,ENSG00000163217
ANTXR1,ENSG00000169604
GFPT1,ENSG00000198380
NFU1,ENSG00000169599
AAK1,ENSG00000115977
ANXA4,ENSG00000196975
GMCL1,ENSG00000087338
SNRNP27,ENSG00000124380
MXD1,ENSG00000059728
PCBP1-AS1,ENSG00000179818
PCBP1,ENSG00000169564
LINC01816,ENSG00000231327
C2orf42,ENSG00000115998
TIA1,ENSG00000116001
PCYOX1,ENSG00000116005
SNRPG,ENSG00000143977
FAM136A,ENSG00000035141
TGFA,ENSG00000163235
ADD2,ENSG00000075340
CD207,ENSG00000116031
VAX2,ENSG00000116035
ATP6V1B1-AS1,ENSG00000239322
TEX261,ENSG00000144043
NAGK,ENSG00000124357
MCEE,ENSG00000124370
MPHOSPH10,ENSG00000124383
PAIP2B,ENSG00000124374
ZNF638,ENSG00000075292
DYSF,ENSG00000135636
EXOC6B,ENSG00000144036
SPR,ENSG00000116096
EMX1,ENSG00000135638
RAB11FIP5,ENSG00000135631
SMYD5,ENSG00000135632
PRADC1,ENSG00000135617
CCT7,ENSG00000135624
EGR4,ENSG00000135625
ALMS1,ENSG00000116127
NAT8B,ENSG00000204872
TPRKB,ENSG00000144034
DUSP11,ENSG00000144048
STAMBP,ENSG00000124356
DGUOK,ENSG00000114956
DGUOK-AS1,ENSG00000237883
TET3,ENSG00000187605
BOLA3,ENSG00000163170
BOLA3-AS1,ENSG00000225439
MOB1A,ENSG00000114978
MTHFD2,ENSG00000065911
DCTN1,ENSG00000204843
C2orf81,ENSG00000284308
WDR54,ENSG00000005448
RTKN,ENSG00000114993
INO80B-WBP1,ENSG00000274049
INO80B,ENSG00000115274
WBP1,ENSG00000239779
MOGS,ENSG00000115275
MRPL53,ENSG00000204822
TTC31,ENSG00000115282
CCDC142,ENSG00000135637
LBX2-AS1,ENSG00000257702
LBX2,ENSG00000179528
PCGF1,ENSG00000115289
DQX1,ENSG00000144045
HTRA2,ENSG00000115317
AUP1,ENSG00000115307
LOXL3,ENSG00000115318
DOK1,ENSG00000115325
SEMA4F,ENSG00000135622
HK2,ENSG00000159399
POLE4,ENSG00000115350
TACR1,ENSG00000115353
MRPL19,ENSG00000115364
GCFC2,ENSG00000005436
CTNNA2,ENSG00000066032
LRRTM1,ENSG00000162951
SUCLG1,ENSG00000163541
DNAH6,ENSG00000115423
TRABD2A,ENSG00000186854
TMSB10,ENSG00000034510
KCMF1,ENSG00000176407
TCF7L1,ENSG00000152284
TGOLN2,ENSG00000152291
RETSAT,ENSG00000042445
ELMOD3,ENSG00000115459
CAPG,ENSG00000042493
SH2D6,ENSG00000152292
PARTICL,ENSG00000286532
MAT2A,ENSG00000168906
GGCX,ENSG00000115486
VAMP8,ENSG00000118640
RNF181,ENSG00000168894
TMEM150A,ENSG00000168890
C2orf68,ENSG00000168887
USP39,ENSG00000168883
ATOH8,ENSG00000168874
ST3GAL5,ENSG00000115525
ST3GAL5-AS1,ENSG00000232504
POLR1A,ENSG00000068654
PTCD3,ENSG00000132300
IMMT,ENSG00000132305
MRPL35,ENSG00000132313
KDM3A,ENSG00000115548
CHMP3,ENSG00000115561
RNF103,ENSG00000239305
RMND5A,ENSG00000153561
LOC285074,
CYTOR,ENSG00000222041
KRCC1,ENSG00000172086
EIF2AK3,ENSG00000172071
LOC101928403,
RPIA,ENSG00000153574
LOC442028,
MRPS5,ENSG00000144029
ZNF514,ENSG00000144026
ZNF2,ENSG00000275111
FAHD2A,ENSG00000115042
FAHD2CP,ENSG00000231584
ADRA2B,ENSG00000274286
ASTL,ENSG00000188886
STARD7-AS1,ENSG00000204685
STARD7,ENSG00000084090
TMEM127,ENSG00000135956
CIAO1,ENSG00000144021
SNRNP200,ENSG00000144028
ITPRIPL1,ENSG00000198885
NCAPH,ENSG00000121152
LOC105373496,
ARID5A,ENSG00000196843
KANSL3,ENSG00000114982
LMAN2L,ENSG00000114988
CNNM4,ENSG00000158158
CNNM3,ENSG00000168763
ANKRD23,ENSG00000163126
ANKRD39,ENSG00000213337
SEMA4C,ENSG00000168758
FAM178B,ENSG00000168754
LOC101927053,
FAHD2B,ENSG00000144199
ANKRD36,ENSG00000135976
ANKRD36B,ENSG00000196912
COX5B,ENSG00000135940
ACTR1B,ENSG00000115073
TMEM131,ENSG00000075568
VWA3B,ENSG00000168658
INPP4A,ENSG00000040933
COA5,ENSG00000183513
UNC50,ENSG00000115446
MGAT4A,ENSG00000071073
C2orf15,ENSG00000273045
LIPT1,ENSG00000144182
TSGA10,ENSG00000135951
MITD1,ENSG00000158411
MRPL30,ENSG00000185414
TXNDC9,ENSG00000115514
EIF5B,ENSG00000158417
REV1,ENSG00000135945
LONRF2,ENSG00000170500
CHST10,ENSG00000115526
PDCL3,ENSG00000115539
RPL31,ENSG00000071082
TBC1D8,ENSG00000204634
TBC1D8-AS1,ENSG00000272902
CNOT11,ENSG00000158435
RNF149,ENSG00000163162
CREG2,ENSG00000175874
MAP4K4,ENSG00000071054
IL18R1,ENSG00000115604
IL18RAP,ENSG00000115607
SLC9A4,ENSG00000180251
SLC9A2,ENSG00000115616
MFSD9,ENSG00000135953
TMEM182,ENSG00000170417
LINC01796,ENSG00000277527
MRPS9,ENSG00000135972
LOC102724691,
TGFBRAP1,ENSG00000135966
C2orf49,ENSG00000135974
FHL2,ENSG00000115641
NCK2,ENSG00000071051
UXS1,ENSG00000115652
SULT1C4,ENSG00000198075
GCC2,ENSG00000135968
GCC2-AS1,ENSG00000214184
LIMS1,ENSG00000169756
RANBP2,ENSG00000153201
CCDC138,ENSG00000163006
NPHP1,ENSG00000144061
BUB1,ENSG00000169679
ACOXL,ENSG00000153093
BCL2L11,ENSG00000153094
MIR4435-2HG,ENSG00000172965
ANAPC1,ENSG00000153107
MERTK,ENSG00000153208
TMEM87B,ENSG00000153214
ZC3H8,ENSG00000144161
ZC3H6,ENSG00000188177
TTL,ENSG00000114999
POLR1B,ENSG00000125630
LOC105373562,
CHCHD5,ENSG00000125611
FLJ42351,ENSG00000237753
SLC20A1,ENSG00000144136
CKAP2L,ENSG00000169607
IL1RN,ENSG00000136689
PSD4,ENSG00000125637
PAX8-AS1,ENSG00000189223
CBWD2,ENSG00000136682
WASH2P,ENSG00000146556
DDX11L2,ENSG00000236397
RPL23AP7,ENSG00000240356
RABL2A,ENSG00000144134
SLC35F5,ENSG00000115084
ACTR3,ENSG00000115091
LOC101060091,
DDX18,ENSG00000088205
CCDC93,ENSG00000125633
INSIG2,ENSG00000125629
EN1,ENSG00000163064
STEAP3,ENSG00000115107
C2orf76,ENSG00000186132
DBI,ENSG00000155368
TMEM37,ENSG00000171227
CFAP221,ENSG00000163075
TMEM177,ENSG00000144120
PTPN4,ENSG00000088179
EPB41L5,ENSG00000115109
TMEM185B,ENSG00000226479
RALB,ENSG00000144118
TFCP2L1,ENSG00000115112
CLASP1,ENSG00000074054
NIFK-AS1,ENSG00000236859
NIFK,ENSG00000155438
TSN,ENSG00000211460
GYPC,ENSG00000136732
BIN1,ENSG00000136717
ERCC3,ENSG00000163161
IWS1,ENSG00000163166
SFT2D3,ENSG00000173349
WDR33,ENSG00000136709
POLR2D,ENSG00000144231
AMMECR1L,ENSG00000144233
SAP130,ENSG00000136715
UGGT1,ENSG00000136731
HS6ST1,ENSG00000136720
CCDC74B,ENSG00000152076
SMPD4,ENSG00000136699
MZT2B,ENSG00000152082
IMP4,ENSG00000136718
CCDC115,ENSG00000136710
PTPN18,ENSG00000072135
AMER3,ENSG00000178171
FAM168B,ENSG00000152102
PLEKHB2,ENSG00000115762
MZT2A,ENSG00000173272
LOC150776,
CCDC74A,ENSG00000163040
C2orf27B,ENSG00000186825
GPR39,ENSG00000183840
CCNT2-AS1,ENSG00000224043
CCNT2,ENSG00000082258
RAB3GAP1,ENSG00000115839
ZRANB3,ENSG00000121988
R3HDM1,ENSG00000048991
UBXN4,ENSG00000144224
MCM6,ENSG00000076003
DARS-AS1,ENSG00000231890
DARS,ENSG00000115866
CXCR4,ENSG00000121966
HNMT,ENSG00000150540
SPOPL,ENSG00000144228
KYNU,ENSG00000115919
ARHGAP15,ENSG00000075884
GTDC1,ENSG00000121964
ZEB2-AS1,ENSG00000238057
ZEB2,ENSG00000169554
LINC01412,ENSG00000232606
LOC105373656,
ACVR2A,ENSG00000121989
ORC4,ENSG00000115947
MBD5,ENSG00000204406
EPC2,ENSG00000135999
LYPD6B,ENSG00000150556
LOC101929231,
MMADHC,ENSG00000168288
RND3,ENSG00000115963
RBM43,ENSG00000184898
NMI,ENSG00000123609
TNFAIP6,ENSG00000123610
RIF1,ENSG00000080345
ARL5A,ENSG00000162980
STAM2,ENSG00000115145
FMNL2,ENSG00000157827
PRPF40A,ENSG00000196504
ARL6IP6,ENSG00000177917
RPRM,ENSG00000177519
NR4A2,ENSG00000153234
GPD2,ENSG00000115159
GALNT5,ENSG00000136542
ACVR1C,ENSG00000123612
ACVR1,ENSG00000115170
CCDC148,ENSG00000153237
PKP4,ENSG00000144283
TANC1,ENSG00000115183
WDSUB1,ENSG00000196151
LOC643072,
BAZ2B,ENSG00000123636
MARCH7,ENSG00000136536
CD302,ENSG00000241399
LY75-CD302,ENSG00000248672
LY75,ENSG00000054219
TANK,ENSG00000136560
PSMD14,ENSG00000115233
TBR1,ENSG00000136535
IFIH1,ENSG00000115267
GCA,ENSG00000115271
COBLL1,ENSG00000082438
SCN2A,ENSG00000136531
TTC21B,ENSG00000123607
SCN9A,ENSG00000169432
LOC105616981,
STK39,ENSG00000198648
CERS6,ENSG00000172292
NOSTRIN,ENSG00000163072
SPC25,ENSG00000152253
ABCB11,ENSG00000073734
BBS5,ENSG00000163093
KLHL41,ENSG00000239474
FASTKD1,ENSG00000138399
PPIG,ENSG00000138398
CCDC173,ENSG00000154479
PHOSPHO2-KLHL23,
PHOSPHO2,ENSG00000144362
KLHL23,ENSG00000213160
SSB,ENSG00000138385
METTL5,ENSG00000138382
UBR3,ENSG00000144357
LINC01124,ENSG00000222033
SP5,ENSG00000204335
ERICH2,ENSG00000204334
LOC101926913,
GAD1,ENSG00000128683
GORASP2,ENSG00000115806
TLK1,ENSG00000198586
METTL8,ENSG00000123600
DCAF17,ENSG00000115827
CYBRD1,ENSG00000071967
DYNC1I2,ENSG00000077380
SLC25A12,ENSG00000115840
METAP1D,ENSG00000172878
DLX1,ENSG00000144355
DLX2,ENSG00000115844
DLX2-AS1,ENSG00000236651
ITGA6,ENSG00000091409
PDK1,ENSG00000152256
ZAK,ENSG00000091436
CDCA7,ENSG00000144354
SP3,ENSG00000172845
OLA1,ENSG00000138430
LINC01305,ENSG00000231453
SP9,ENSG00000217236
CIR1,ENSG00000138433
SCRN3,ENSG00000144306
GPR155,ENSG00000163328
WIPF1,ENSG00000115935
CHN1,ENSG00000128656
ATF2,ENSG00000115966
ATP5G3,ENSG00000154518
LNPK,ENSG00000144320
HOXD10,ENSG00000128710
HOXD8,ENSG00000175879
HAGLR,ENSG00000224189
HAGLROS,ENSG00000226363
MTX2,ENSG00000128654
HNRNPA3,ENSG00000170144
NFE2L2,ENSG00000116044
LOC100130691,
AGPS,ENSG00000018510
TTC30B,ENSG00000196659
TTC30A,ENSG00000197557
PDE11A,ENSG00000128655
RBM45,ENSG00000155636
OSBPL6,ENSG00000079156
LOC101927027,
PRKRA,ENSG00000180228
DFNB59,ENSG00000204311
FKBP7,ENSG00000079150
PLEKHA3,ENSG00000116095
TTN-AS1,ENSG00000237298
SESTD1,ENSG00000187231
CWC22,ENSG00000163510
SCHLAP1,ENSG00000281131
UBE2E3,ENSG00000170035
ITGA4,ENSG00000115232
CERKL,ENSG00000188452
SSFA2,ENSG00000138434
DNAJC10,ENSG00000077232
FRZB,ENSG00000162998
NCKAP1,ENSG00000061676
DUSP19,ENSG00000162999
NUP35,ENSG00000163002
ZNF804A,ENSG00000170396
LOC101927196,
FSIP2,ENSG00000188738
ZC3H15,ENSG00000065548
ITGAV,ENSG00000138448
FAM171B,ENSG00000144369
ZSWIM2,ENSG00000163012
CALCRL,ENSG00000064989
TFPI,ENSG00000003436
LINC01090,ENSG00000231689
GULP1,ENSG00000144366
WDR75,ENSG00000115368
SLC40A1,ENSG00000138449
ASNSD1,ENSG00000138381
OSGEPL1-AS1,ENSG00000253559
OSGEPL1,ENSG00000128694
PMS1,ENSG00000064933
ORMDL1,ENSG00000128699
C2orf88,ENSG00000187699
HIBCH,ENSG00000198130
MFSD6,ENSG00000151690
NEMP2,ENSG00000189362
GLS,ENSG00000115419
STAT1,ENSG00000115415
LOC105373805,
NABP1,ENSG00000173559
LOC105747689,
SDPR,ENSG00000168497
TMEFF2,ENSG00000144339
SLC39A10,ENSG00000196950
DNAH7,ENSG00000118997
STK17B,ENSG00000081320
LOC101927482,
HECW2,ENSG00000138411
CCDC150,ENSG00000144395
GTF3C3,ENSG00000119041
PGAP1,ENSG00000197121
ANKRD44,ENSG00000065413
SF3B1,ENSG00000115524
COQ10B,ENSG00000115520
HSPD1,ENSG00000144381
HSPE1,ENSG00000115541
HSPE1-MOB4,ENSG00000270757
MOB4,ENSG00000115540
MARS2,ENSG00000247626
PLCL1,ENSG00000115896
SATB2,ENSG00000119042
FTCDNL1,ENSG00000226124
C2orf69,ENSG00000178074
MAIP1,ENSG00000162972
TYW5,ENSG00000162971
SPATS2L,ENSG00000196141
KCTD18,ENSG00000155729
SGO2,ENSG00000163535
BZW1,ENSG00000082153
LOC101927795,
CLK1,ENSG00000013441
PPIL3,ENSG00000240344
NIF3L1,ENSG00000196290
ORC2,ENSG00000115942
FAM126B,ENSG00000155744
NDUFB3,ENSG00000119013
CFLAR,ENSG00000003402
CFLAR-AS1,ENSG00000226312
CASP10,ENSG00000003400
CASP8,ENSG00000064012
TRAK2,ENSG00000115993
STRADB,ENSG00000082146
C2CD6,ENSG00000155754
TMEM237,ENSG00000155755
ALS2,ENSG00000003393
CDK15,ENSG00000138395
FZD7,ENSG00000155760
SUMO1,ENSG00000116030
NOP58,ENSG00000055044
BMPR2,ENSG00000204217
FAM117B,ENSG00000138439
ICA1L,ENSG00000163596
CARF,ENSG00000138380
WDR12,ENSG00000138442
NBEAL1,ENSG00000144426
CYP20A1,ENSG00000119004
ABI2,ENSG00000138443
RAPH1,ENSG00000173166
PARD3B,ENSG00000116117
NRP2,ENSG00000118257
INO80D,ENSG00000114933
NDUFS1,ENSG00000023228
EEF1B2,ENSG00000114942
ZDBF2,ENSG00000204186
FASTKD2,ENSG00000118246
MDH1B,ENSG00000138400
KLF7,ENSG00000118263
LOC101927865,
CREB1,ENSG00000118260
METTL21A,ENSG00000144401
CCNYL1,ENSG00000163249
FZD5,ENSG00000163251
PLEKHM3,ENSG00000178385
IDH1,ENSG00000138413
IDH1-AS1,ENSG00000231908
PIKFYVE,ENSG00000115020
PTH2R,ENSG00000144407
LOC101927960,
RPE,ENSG00000197713
KANSL1L,ENSG00000144445
LANCL1,ENSG00000115365
LOC100130451,
SPAG16,ENSG00000144451
BARD1,ENSG00000138376
LOC101928103,
ATIC,ENSG00000138363
FN1,ENSG00000115414
MREG,ENSG00000118242
PECR,ENSG00000115425
TMEM169,ENSG00000163449
XRCC5,ENSG00000079246
LINC01963,ENSG00000260804
MARCH4,ENSG00000144583
SMARCAL1,ENSG00000138375
RPL37A,ENSG00000197756
DIRC3,ENSG00000231672
RUFY4,ENSG00000188282
ARPC2,ENSG00000163466
AAMP,ENSG00000127837
PNKD,ENSG00000127838
TMBIM1,ENSG00000135926
CATIP,ENSG00000158428
CATIP-AS2,ENSG00000237281
CATIP-AS1,ENSG00000225062
CTDSP1,ENSG00000144579
VIL1,ENSG00000127831
USP37,ENSG00000135913
CNOT9,ENSG00000144580
ZNF142,ENSG00000115568
BCS1L,ENSG00000074582
STK36,ENSG00000163482
RNF25,ENSG00000163481
TTLL4,ENSG00000135912
CDK5R2,ENSG00000171450
FEV,ENSG00000163497
CRYBA2,ENSG00000163499
LOC100129175,
NHEJ1,ENSG00000187736
CNPPD1,ENSG00000115649
FAM134A,ENSG00000144567
ZFAND2B,ENSG00000158552
ABCB6,ENSG00000115657
ATG9A,ENSG00000198925
ANKZF1,ENSG00000163516
GLB1L,ENSG00000163521
STK16,ENSG00000115661
TUBA4B,ENSG00000243910
TUBA4A,ENSG00000127824
DNAJB2,ENSG00000135924
PTPRN,ENSG00000054356
DNPEP,ENSG00000123992
LOC100996693,
GMPPA,ENSG00000144591
ASIC4,ENSG00000072182
CHPF,ENSG00000123989
TMEM198,ENSG00000188760
OBSL1,ENSG00000124006
INHA,ENSG00000123999
STK11IP,ENSG00000144589
SLC4A3,ENSG00000114923
FARSB,ENSG00000116120
ACSL3,ENSG00000123983
SCG2,ENSG00000171951
AP1S3,ENSG00000152056
WDFY1,ENSG00000085449
MRPL44,ENSG00000135900
FAM124B,ENSG00000124019
CUL3,ENSG00000036257
RHBDD1,ENSG00000144468
MFF,ENSG00000168958
LOC654841,
AGFG1,ENSG00000173744
DNER,ENSG00000187957
TRIP12,ENSG00000153827
FBXO36,ENSG00000153832
SP110,ENSG00000135899
SP140L,ENSG00000185404
SP100,ENSG00000067066
CAB39,ENSG00000135932
ITM2C,ENSG00000135916
PSMD1,ENSG00000173692
ARMC9,ENSG00000135931
NCL,ENSG00000115053
LINC00471,ENSG00000181798
NMUR1,ENSG00000171596
PTMA,ENSG00000187514
PDE6D,ENSG00000156973
COPS7B,ENSG00000144524
NPPC,ENSG00000163273
DIS3L2,ENSG00000144535
CHRNG,ENSG00000196811
EIF4E2,ENSG00000135930
TIGD1,ENSG00000221944
EFHD1,ENSG00000115468
GIGYF2,ENSG00000204120
ATG16L1,ENSG00000085978
HJURP,ENSG00000123485
MSL3P1,ENSG00000224287
ARL4C,ENSG00000188042
AGAP1,ENSG00000157985
AGAP1-IT1,ENSG00000235529
GBX2,ENSG00000168505
COPS8,ENSG00000198612
LRRFIP1,ENSG00000124831
UBE2F-SCLY,ENSG00000258984
UBE2F,ENSG00000184182
SCLY,ENSG00000132330
ESPNL,ENSG00000144488
KLHL30,ENSG00000168427
ERFE,ENSG00000178752
ILKAP,ENSG00000132323
LOC151174,
LOC643387,
HES6,ENSG00000144485
